,carat,cut,color,clarity,depth,table,price,x,y,z
37881,1.01,Premium,F,VS1,60.8,59.0,7017,6.45,6.41,3.91
37882,0.96,Ideal,G,SI2,62.1,57.0,3871,6.32,6.27,3.91
37883,1.01,Premium,G,VS2,61.8,59.0,5946,6.45,6.4,3.97
37884,0.5,Premium,J,SI1,60.7,58.0,1125,5.13,5.11,3.11
37885,1.26,Premium,H,SI2,60.9,57.0,5434,7.03,6.96,4.26
37886,1.57,Ideal,H,VS2,61.5,54.0,12809,7.47,7.5,4.61
37887,1.24,Ideal,J,SI2,60.1,57.0,4783,7.02,6.98,4.21
37888,0.9,Premium,G,VS1,62.7,58.0,4661,6.06,6.15,3.83
37889,0.81,Ideal,E,SI1,62.3,57.0,3404,5.95,5.99,3.72
37890,0.73,Ideal,E,SI2,62.8,55.0,2431,5.73,5.76,3.61
37891,0.57,Ideal,E,SI1,61.5,56.0,1436,5.32,5.35,3.28
37892,1.01,Very Good,I,SI2,63.5,57.0,4244,6.35,6.37,4.04
37893,0.81,Premium,G,SI1,63.0,60.0,2832,5.87,5.81,3.68
37894,0.31,Premium,G,VS2,58.8,62.0,605,4.41,4.4,2.59
37895,0.4,Premium,F,VS2,61.0,58.0,1080,4.79,4.72,2.9
37896,0.9,Good,G,SI1,57.7,62.0,3226,6.29,6.23,3.61
37897,0.7,Premium,H,SI1,62.7,59.0,2020,5.68,5.63,3.55
37898,0.9,Premium,H,VS1,62.1,59.0,4234,6.14,6.09,3.8
37899,1.01,Very Good,F,SI2,63.4,54.0,4270,6.42,6.39,4.06
37900,1.27,Very Good,H,SI1,63.2,56.0,6162,6.92,6.88,4.36
37901,0.32,Premium,H,VS2,62.4,58.0,648,4.36,4.33,2.71
37902,0.32,Ideal,F,VS2,61.9,55.0,602,4.41,4.45,2.74
37903,0.52,Premium,D,VS2,61.2,58.0,1919,5.2,5.16,3.17
37904,0.36,Ideal,F,VS1,61.5,55.0,803,4.57,4.61,2.82
37905,1.13,Premium,H,SI1,61.4,59.0,5338,6.73,6.68,4.12
37906,0.3,Very Good,D,VVS2,59.0,59.0,729,4.4,4.42,2.6
37907,1.52,Ideal,H,VS1,62.3,55.0,11154,7.36,7.32,4.57
37908,1.08,Ideal,F,SI1,62.9,57.0,5106,6.54,6.53,4.11
37909,0.38,Ideal,D,VVS1,61.8,56.0,1400,4.63,4.66,2.87
37910,1.5,Premium,J,SI2,61.0,60.0,6048,7.34,7.3,4.46
37911,0.65,Good,F,VS1,61.7,60.3,2406,5.53,5.57,3.42
37912,0.7,Fair,G,I1,65.3,59.0,1138,5.5,5.47,3.58
37913,1.0,Premium,E,SI1,61.0,61.0,4805,6.45,6.4,3.92
37914,1.52,Premium,J,VS1,62.0,59.0,8258,7.36,7.34,4.56
37915,0.7,Fair,F,I1,70.8,56.0,992,5.38,5.33,3.79
37916,0.52,Premium,D,VS2,62.4,58.0,1749,5.09,5.13,3.19
37917,0.33,Premium,G,VS1,59.2,59.0,854,4.54,4.51,2.68
37918,1.27,Ideal,G,VS2,61.9,57.0,9489,6.9,6.93,4.28
37919,0.91,Good,E,SI1,64.0,61.0,3973,6.01,6.06,3.86
37920,1.01,Very Good,F,VVS2,61.9,56.0,8525,6.42,6.48,3.99
37921,0.25,Ideal,F,VS2,61.7,56.0,535,4.04,4.07,2.5
37922,1.08,Premium,G,VS2,59.4,59.0,6532,6.75,6.68,3.99
37923,0.91,Good,I,SI1,64.2,59.0,2700,6.05,5.98,3.86
37924,0.35,Ideal,I,VVS2,61.5,55.0,598,4.56,4.58,2.81
37925,0.35,Premium,D,VS2,59.7,58.0,829,4.57,4.61,2.74
37926,0.37,Very Good,E,SI2,61.9,55.0,541,4.63,4.67,2.87
37927,0.26,Ideal,G,VS1,61.4,56.0,456,4.12,4.16,2.54
37928,0.53,Ideal,D,VS2,61.2,57.0,1857,5.2,5.26,3.2
37929,0.71,Very Good,E,SI2,61.9,63.0,2375,5.74,5.69,3.54
37930,0.7,Premium,G,SI2,61.1,60.0,2177,5.67,5.62,3.45
37931,0.51,Very Good,E,SI1,63.0,58.0,1330,4.99,5.08,3.17
37932,1.35,Ideal,H,SI1,62.8,57.0,7619,6.98,7.09,4.42
37933,1.42,Premium,H,SI1,62.3,58.0,8102,7.15,7.19,4.47
37934,1.01,Ideal,F,VS1,61.1,59.0,7870,6.46,6.5,3.96
37935,0.32,Ideal,E,SI2,62.0,55.0,449,4.36,4.41,2.72
37936,1.01,Good,I,VS2,62.8,59.0,4121,6.34,6.4,4.0
37937,0.34,Very Good,E,SI1,63.0,55.0,596,4.42,4.47,2.8
37938,1.51,Very Good,H,SI1,62.1,59.0,9694,7.28,7.33,4.54
37939,0.31,Ideal,D,SI1,61.4,55.0,571,4.35,4.38,2.68
37940,1.02,Very Good,E,IF,61.7,60.0,10029,6.38,6.52,3.98
37941,0.63,Premium,E,IF,60.3,62.0,2879,5.55,5.53,3.34
37942,0.31,Good,G,VS1,63.8,57.0,802,4.33,4.29,2.75
37943,0.55,Premium,E,VS2,60.5,58.0,1881,5.32,5.26,3.2
37944,0.64,Ideal,E,SI1,62.0,56.0,2089,5.57,5.53,3.44
37945,1.59,Ideal,I,SI1,62.1,57.0,8835,7.48,7.46,4.64
37946,0.31,Ideal,E,VS1,61.6,57.0,942,4.35,4.32,2.67
37947,0.54,Good,E,SI2,63.9,54.0,1112,5.18,5.12,3.29
37948,0.4,Ideal,G,VVS1,61.2,56.0,1200,4.79,4.75,2.92
37949,1.48,Ideal,E,SI2,62.1,57.0,8818,7.35,7.28,4.54
37950,0.35,Very Good,H,VS2,59.8,62.0,545,4.57,4.63,2.75
37951,1.21,Premium,E,SI1,62.6,58.0,7334,6.82,6.79,4.26
37952,0.37,Premium,D,VS2,60.5,59.0,794,4.66,4.69,2.83
37953,0.9,Premium,E,SI2,61.7,58.0,3830,6.18,6.11,3.79
37954,2.01,Ideal,I,SI2,62.1,55.0,12349,8.12,8.08,5.03
37955,2.01,Good,I,SI2,63.5,60.0,12985,7.86,7.94,5.02
37956,0.71,Very Good,F,SI2,59.5,58.0,2129,5.82,5.87,3.48
37957,0.91,Premium,I,VS1,59.5,62.0,3620,6.3,6.24,3.73
37958,0.5,Ideal,D,VS2,61.8,56.0,1893,5.11,5.14,3.16
37959,1.0,Good,F,SI2,65.7,62.0,4102,6.15,6.21,4.06
37960,0.7,Very Good,H,SI1,62.0,60.0,2048,5.65,5.7,3.52
37961,0.31,Ideal,G,SI1,62.1,54.0,493,4.34,4.36,2.7
37962,1.7,Ideal,F,VS2,62.7,55.0,17114,7.54,7.58,4.74
37963,0.73,Ideal,I,VVS1,61.8,57.0,3239,5.75,5.77,3.56
37964,0.32,Premium,H,VS1,60.6,60.0,720,4.44,4.4,2.68
37965,0.6,Very Good,J,SI2,62.9,60.0,1022,5.34,5.38,3.37
37966,0.34,Ideal,H,VS2,61.5,56.0,555,4.47,4.5,2.76
37967,0.32,Very Good,H,VVS1,62.7,57.0,730,4.36,4.41,2.75
37968,0.57,Ideal,E,VS2,60.8,56.0,1728,5.35,5.4,3.27
37969,1.54,Premium,I,SI2,59.4,61.0,7727,7.56,7.49,4.47
37970,0.71,Very Good,F,VS1,62.9,55.0,3175,5.68,5.71,3.58
37971,1.7,Good,I,SI1,59.3,58.0,10796,7.72,7.77,4.59
37972,1.14,Premium,G,SI1,62.3,59.0,5548,6.66,6.69,4.16
37973,0.91,Very Good,G,SI2,62.0,59.0,3238,6.19,6.22,3.85
37974,1.05,Very Good,G,SI2,62.6,62.0,4516,6.45,6.49,4.05
37975,0.3,Premium,F,SI1,61.7,59.0,641,4.33,4.29,2.66
37976,2.29,Premium,H,VS2,61.6,60.0,17539,8.45,8.43,5.2
37977,0.34,Premium,D,VVS2,60.1,58.0,1052,4.55,4.53,2.73
37978,0.32,Premium,G,VS2,62.6,60.0,561,4.33,4.36,2.72
37979,0.81,Very Good,F,SI2,62.7,58.0,2942,5.92,5.95,3.72
37980,0.53,Ideal,H,SI1,61.9,56.0,1255,5.17,5.23,3.22
37981,1.03,Ideal,E,VS1,61.7,56.0,8284,6.47,6.53,4.01
37982,1.29,Very Good,D,VVS1,60.8,55.0,17932,7.03,7.12,4.3
37983,1.28,Ideal,J,SI1,61.2,57.0,4967,7.02,6.96,4.28
37984,0.32,Premium,F,VVS2,61.8,60.0,1008,4.41,4.36,2.71
37985,0.53,Very Good,J,VS2,63.3,56.0,1122,5.18,5.12,3.26
37986,1.01,Premium,H,SI2,61.5,60.0,4242,6.4,6.34,3.92
37987,2.01,Premium,H,SI1,61.4,56.0,18295,8.19,8.13,5.01
37988,0.5,Very Good,H,VS2,62.3,57.0,1337,5.03,5.12,3.16
37989,0.71,Very Good,F,SI1,63.0,56.0,2088,5.65,5.72,3.58
37990,1.05,Ideal,G,VS1,62.0,56.0,6936,6.47,6.53,4.03
37991,0.74,Ideal,F,VVS2,61.7,57.0,4157,5.79,5.84,3.59
37992,2.0,Good,F,SI1,62.8,62.0,18069,8.0,8.03,5.03
37993,0.7,Premium,E,VS1,62.7,60.0,2695,5.64,5.59,3.52
37994,0.32,Ideal,E,VS2,61.6,55.0,702,4.41,4.42,2.72
37995,1.11,Ideal,E,VVS2,62.9,55.0,11074,6.56,6.62,4.14
37996,0.77,Fair,I,VS1,65.1,57.0,2184,5.65,5.77,3.72
37997,0.3,Ideal,F,VVS1,61.9,56.0,802,4.29,4.33,2.67
37998,1.13,Ideal,G,SI1,62.0,55.0,6133,6.68,6.71,4.15
37999,2.5,Ideal,J,SI2,64.0,55.0,14502,8.56,8.48,5.46
38000,0.58,Good,E,VS1,58.6,64.0,2185,5.4,5.46,3.18
38001,0.37,Premium,I,VVS1,61.6,59.0,681,4.62,4.66,2.86
38002,0.4,Ideal,E,VS2,62.3,56.0,912,4.72,4.75,2.95
38003,0.7,Ideal,I,SI1,61.6,53.0,2110,5.73,5.76,3.54
38004,0.52,Very Good,H,SI1,62.6,55.0,1111,5.12,5.16,3.22
38005,0.44,Ideal,D,VS1,61.1,56.0,1294,4.95,4.91,3.01
38006,1.1,Premium,D,VS2,60.0,59.0,6209,6.67,6.6,3.98
38007,0.32,Ideal,E,VS1,61.8,56.0,825,4.4,4.43,2.73
38008,1.5,Premium,H,SI2,62.1,58.0,6458,7.31,7.21,4.51
38009,1.04,Ideal,J,VS2,61.3,54.0,4550,6.53,6.55,4.01
38010,0.42,Very Good,D,VS2,63.2,58.0,910,4.77,4.79,3.02
38011,1.5,Premium,E,SI2,61.7,58.0,8190,7.2,7.17,4.43
38012,0.41,Premium,F,VS1,61.2,57.0,1076,4.8,4.77,2.93
38013,0.6,Ideal,I,SI2,61.9,55.0,1182,5.43,5.46,3.37
38014,1.25,Premium,H,SI2,62.1,58.0,5950,6.93,6.86,4.28
38015,0.32,Ideal,H,VVS1,61.9,55.0,730,4.37,4.38,2.71
38016,1.01,Fair,G,SI1,60.4,62.0,4646,6.31,6.34,3.82
38017,0.9,Good,G,SI2,63.8,56.0,3246,6.16,6.13,3.92
38018,0.52,Ideal,D,VVS2,61.4,56.0,2302,5.23,5.2,3.2
38019,0.91,Good,D,SI2,64.1,62.0,3349,6.06,6.01,3.87
38020,1.3,Premium,H,SI2,60.4,61.0,4732,7.09,7.04,4.27
38021,0.73,Ideal,G,VVS2,61.9,56.0,3183,5.74,5.81,3.61
38022,0.59,Ideal,D,VS1,62.0,56.0,2319,5.35,5.39,3.33
38023,0.52,Ideal,G,VVS2,62.1,57.0,1835,5.13,5.15,3.19
38024,0.34,Premium,D,SI1,61.2,58.0,626,4.47,4.49,2.74
38025,1.05,Ideal,F,VS2,62.8,57.0,6933,6.48,6.45,4.06
38026,1.2,Premium,H,SI1,61.8,58.0,5669,6.8,6.72,4.18
38027,0.37,Very Good,E,SI1,61.4,60.0,593,4.6,4.62,2.83
38028,0.7,Ideal,E,VS2,62.8,57.0,2697,5.71,5.62,3.56
38029,1.08,Very Good,E,SI2,62.9,59.0,5018,6.44,6.53,4.08
38030,0.72,Ideal,I,VVS2,62.2,54.0,2420,5.73,5.78,3.58
38031,0.51,Ideal,E,VS1,61.8,56.0,1851,5.17,5.19,3.2
38032,0.52,Ideal,F,VS1,61.5,56.0,2138,5.19,5.22,3.2
38033,0.53,Ideal,H,VS1,62.1,56.0,1607,5.21,5.19,3.23
38034,0.9,Very Good,H,SI2,61.1,63.0,3105,6.19,6.12,3.76
38035,0.23,Very Good,D,VS2,62.9,57.0,402,3.92,3.97,2.48
38036,0.36,Ideal,E,VVS2,62.1,56.0,873,4.53,4.58,2.83
38037,1.5,Premium,D,SI1,61.6,59.0,13445,7.4,7.3,4.53
38038,2.15,Premium,H,I1,62.9,57.0,6357,8.25,8.2,5.18
38039,0.9,Very Good,G,SI1,62.9,56.0,3945,6.11,6.17,3.86
38040,0.3,Ideal,D,VS2,61.8,55.0,736,4.27,4.3,2.65
38041,0.8,Very Good,J,VS1,62.7,58.0,2487,5.91,5.95,3.72
38042,0.42,Very Good,E,SI1,61.5,61.0,722,4.82,4.87,2.98
38043,0.38,Ideal,H,VS1,62.2,53.7,768,4.63,4.68,2.9
38044,0.79,Ideal,G,VS1,62.0,56.0,3413,5.91,5.93,3.67
38045,1.01,Premium,H,SI2,59.4,59.0,4072,6.56,6.53,3.89
38046,1.02,Ideal,G,SI1,60.3,56.0,4708,6.57,6.54,3.95
38047,1.1,Premium,I,SI1,61.2,61.0,4725,6.66,6.61,4.01
38048,0.74,Premium,F,SI1,58.7,58.0,2452,5.93,5.86,3.46
38049,0.34,Ideal,G,VVS1,62.1,57.0,956,4.47,4.45,2.77
38050,1.05,Premium,F,VS1,62.3,55.0,8114,6.57,6.49,4.07
38051,0.4,Ideal,G,VS2,60.9,58.0,825,4.76,4.79,2.91
38052,0.43,Ideal,H,VS2,62.5,56.0,1218,4.81,4.85,3.02
38053,1.52,Ideal,F,SI1,62.0,54.0,12071,7.36,7.44,4.59
38054,0.75,Very Good,E,SI2,60.9,59.0,2383,5.83,5.9,3.57
38055,2.01,Very Good,I,SI1,61.7,60.0,13464,7.99,8.12,4.97
38056,0.28,Ideal,E,VVS2,60.3,57.0,646,4.21,4.25,2.55
38057,0.5,Ideal,E,VS2,62.6,54.0,1746,5.11,5.08,3.19
38058,0.32,Premium,H,SI1,60.9,60.0,461,4.4,4.43,2.69
38059,1.01,Ideal,F,SI2,60.5,57.0,4416,6.49,6.53,3.94
38060,0.38,Premium,I,SI2,62.7,58.0,641,4.61,4.57,2.88
38061,1.01,Ideal,H,VS2,62.1,54.0,4909,6.5,6.44,4.02
38062,0.45,Premium,G,VVS1,60.8,58.0,1263,4.92,4.98,3.01
38063,0.55,Ideal,G,VVS1,61.2,56.0,2077,5.27,5.3,3.24
38064,1.23,Very Good,F,VS1,59.3,59.0,10609,6.98,7.01,4.15
38065,0.3,Good,H,SI1,63.4,58.0,421,4.21,4.24,2.68
38066,0.4,Ideal,D,SI1,60.8,57.0,990,4.81,4.77,2.91
38067,0.3,Very Good,G,VS2,63.1,57.0,675,4.28,4.24,2.69
38068,0.75,Ideal,D,SI1,62.3,57.0,2903,5.83,5.8,3.62
38069,0.28,Ideal,H,VVS1,62.0,55.0,586,4.17,4.22,2.6
38070,0.31,Ideal,H,VS1,62.4,55.0,698,4.36,4.33,2.71
38071,0.7,Ideal,H,VVS1,60.9,57.0,3611,5.7,5.78,3.5
38072,1.0,Very Good,D,SI2,63.2,56.0,3965,6.38,6.33,4.02
38073,0.85,Fair,G,I1,62.7,60.0,1651,6.05,5.96,3.77
38074,1.04,Premium,E,SI2,59.2,58.0,4484,6.64,6.7,3.95
38075,1.04,Very Good,D,SI2,58.6,58.0,4906,6.65,6.72,3.92
38076,0.91,Very Good,D,SI1,62.3,60.0,4746,6.15,6.21,3.85
38077,0.55,Ideal,D,SI2,60.9,57.0,1363,5.26,5.29,3.21
38078,1.62,Ideal,I,VVS1,61.5,58.0,12186,7.54,7.56,4.64
38079,0.31,Premium,G,VS1,62.0,59.0,802,4.3,4.28,2.66
38080,0.47,Fair,E,SI1,65.2,59.0,828,4.75,4.82,3.12
38081,0.74,Very Good,I,VS1,63.4,57.0,2353,5.81,5.76,3.67
38082,0.7,Fair,D,SI1,64.9,64.0,2352,5.57,5.5,3.59
38083,1.13,Premium,H,SI2,61.1,59.0,4619,6.73,6.65,4.09
38084,1.2,Ideal,I,SI2,61.1,57.0,5373,6.86,6.89,4.2
38085,1.31,Very Good,H,VS2,61.4,59.0,7415,6.96,7.01,4.29
38086,1.0,Good,F,SI2,59.4,64.0,3858,6.36,6.29,3.76
38087,0.44,Ideal,J,VS2,62.3,54.0,828,4.89,4.86,3.04
38088,2.03,Very Good,G,SI2,62.7,55.0,17752,8.07,8.14,5.08
38089,1.5,Good,H,SI2,64.3,57.0,7500,7.18,7.15,4.61
38090,0.32,Ideal,F,SI1,61.4,54.0,586,4.42,4.44,2.72
38091,0.52,Premium,G,VS2,62.1,58.0,1577,5.18,5.15,3.21
38092,1.59,Ideal,J,VVS2,60.3,57.0,8227,7.65,7.58,4.59
38093,0.71,Very Good,G,SI1,61.7,59.0,2448,5.72,5.78,3.55
38094,2.0,Good,G,SI1,63.6,61.0,17405,7.9,7.83,5.0
38095,0.51,Ideal,E,VS2,62.2,57.0,1656,5.08,5.11,3.17
38096,1.52,Good,E,SI1,63.5,58.0,11075,7.29,7.36,4.65
38097,1.05,Ideal,D,SI2,61.9,56.0,5204,6.53,6.5,4.03
38098,1.5,Premium,H,VS1,62.1,59.0,11088,7.27,7.31,4.53
38099,0.81,Good,F,SI1,64.3,53.0,2718,5.91,5.97,3.81
38100,1.0,Very Good,H,VVS1,63.5,60.0,6296,6.36,6.3,4.02
38101,0.51,Premium,F,VVS2,60.5,59.0,2093,5.15,5.17,3.12
38102,0.35,Ideal,D,VS2,61.9,55.0,1063,4.54,4.5,2.8
38103,1.11,Premium,G,VS2,61.0,59.0,5346,6.7,6.67,4.08
38104,1.31,Ideal,F,VS1,61.7,56.0,11136,7.02,7.04,4.34
38105,0.75,Ideal,E,SI1,61.7,56.0,2964,5.84,5.86,3.61
38106,0.7,Ideal,I,VS1,63.0,54.0,2142,5.63,5.7,3.57
38107,0.35,Premium,E,VS2,60.4,60.0,767,4.52,4.55,2.74
38108,0.3,Good,E,SI1,63.7,59.0,526,4.21,4.27,2.7
38109,1.35,Ideal,I,SI1,62.3,57.0,6199,7.11,7.05,4.41
38110,1.5,Premium,J,VS2,61.7,56.0,7308,7.33,7.23,4.49
38111,1.55,Ideal,E,VVS2,62.5,55.0,18188,7.38,7.4,4.62
38112,0.41,Good,J,VS2,64.3,55.0,784,4.7,4.66,3.01
38113,0.31,Premium,G,SI2,60.3,59.0,408,4.35,4.37,2.63
38114,0.32,Good,H,SI1,63.4,55.0,461,4.36,4.38,2.77
38115,0.41,Very Good,E,VS1,62.8,58.0,1079,4.7,4.72,2.96
38116,0.5,Good,E,VS2,64.1,58.0,1397,5.03,5.01,3.22
38117,0.53,Ideal,D,VS2,61.4,56.0,1659,5.18,5.21,3.19
38118,0.74,Premium,E,VS1,61.1,58.0,3401,5.84,5.81,3.56
38119,0.92,Very Good,E,SI1,60.7,59.0,4232,6.25,6.28,3.8
38120,0.31,Ideal,E,VVS1,62.4,56.0,1028,4.37,4.35,2.72
38121,0.31,Very Good,D,VS1,63.7,58.0,709,4.27,4.3,2.73
38122,0.32,Ideal,H,SI2,60.9,56.0,434,4.41,4.45,2.7
38123,1.01,Very Good,E,SI1,62.6,57.0,4986,6.38,6.43,4.01
38124,0.3,Very Good,J,VS1,59.5,60.0,427,4.39,4.45,2.63
38125,0.54,Ideal,H,IF,60.3,55.0,2210,5.29,5.33,3.2
38126,0.39,Premium,E,VS2,60.9,60.0,1121,4.71,4.68,2.86
38127,1.02,Premium,G,SI2,62.5,58.0,4471,6.4,6.43,4.01
38128,0.73,Ideal,F,VVS2,61.7,54.0,3524,5.76,5.82,3.57
38129,0.33,Ideal,D,VS2,60.3,55.0,855,4.52,4.5,2.72
38130,0.51,Good,E,SI1,63.9,56.0,1343,5.07,5.11,3.25
38131,0.31,Very Good,G,SI1,60.4,58.0,462,4.39,4.42,2.66
38132,1.28,Premium,H,SI2,60.2,58.0,6093,7.13,7.03,4.26
38133,1.51,Premium,J,VS1,61.4,57.0,8204,7.38,7.3,4.51
38134,0.91,Very Good,H,SI1,59.2,60.0,3998,6.3,6.41,3.76
38135,0.85,Very Good,F,VS1,62.0,55.0,4293,6.08,6.14,3.78
38136,0.3,Ideal,F,VS2,62.0,54.0,605,4.31,4.34,2.68
38137,0.34,Ideal,E,VS2,62.1,54.1,758,4.47,4.5,2.78
38138,0.32,Premium,H,VVS2,62.3,58.0,645,4.33,4.37,2.71
38139,0.7,Ideal,D,SI2,60.6,57.0,2828,5.74,5.77,3.49
38140,0.3,Premium,D,VS2,60.9,58.0,911,4.35,4.32,2.64
38141,1.01,Fair,D,SI1,66.3,55.0,4118,6.22,6.17,4.11
38142,1.52,Ideal,F,SI1,61.2,55.0,12153,7.4,7.43,4.54
38143,0.31,Ideal,F,SI1,60.5,57.0,516,4.4,4.43,2.67
38144,1.01,Good,F,VVS2,61.1,65.0,8956,6.38,6.42,3.91
38145,0.31,Ideal,J,SI2,62.2,54.0,344,4.35,4.37,2.71
38146,0.7,Premium,F,VS1,61.7,60.0,2669,5.67,5.64,3.49
38147,0.34,Ideal,D,SI1,60.1,57.0,626,4.52,4.56,2.73
38148,0.56,Ideal,G,VS2,61.9,55.0,1580,5.28,5.32,3.28
38149,0.5,Very Good,G,VVS2,61.4,57.0,1813,5.1,5.16,3.15
38150,0.4,Premium,G,VVS2,58.9,58.0,1050,4.84,4.8,2.84
38151,0.33,Ideal,G,VS1,62.1,54.0,854,4.47,4.42,2.76
38152,0.39,Very Good,F,VVS2,61.7,56.0,965,4.7,4.74,2.91
38153,1.07,Ideal,D,SI2,61.4,56.0,4513,6.55,6.58,4.03
38154,1.09,Ideal,D,SI2,61.7,59.0,5410,6.64,6.62,4.09
38155,0.33,Very Good,F,SI2,63.0,58.0,434,4.4,4.42,2.78
38156,1.52,Premium,D,SI1,60.2,58.0,12502,7.49,7.46,4.5
38157,0.57,Ideal,G,VS1,61.4,55.0,1972,5.34,5.38,3.29
38158,0.74,Ideal,G,SI1,61.6,55.0,2760,5.8,5.85,3.59
38159,0.31,Ideal,E,VS2,62.6,56.0,872,4.33,4.3,2.7
38160,0.3,Premium,F,SI1,62.1,60.0,641,4.28,4.26,2.65
38161,0.54,Ideal,G,VVS2,60.8,56.0,1852,5.28,5.31,3.22
38162,0.31,Ideal,E,VS2,61.3,56.0,872,4.37,4.34,2.67
38163,1.26,Very Good,H,VS2,63.1,58.0,5849,6.91,6.81,4.34
38164,0.35,Ideal,E,VS1,62.0,55.0,900,4.54,4.58,2.82
38165,1.07,Very Good,F,SI2,59.4,60.0,4552,6.68,6.75,3.99
38166,0.4,Ideal,E,SI1,62.2,55.0,945,4.75,4.71,2.94
38167,1.14,Ideal,F,VVS1,60.1,60.0,11226,6.79,6.83,4.09
38168,0.74,Very Good,D,SI1,63.9,57.0,2880,5.72,5.74,3.66
38169,0.72,Very Good,H,VS1,62.2,54.0,2877,5.74,5.76,3.57
38170,0.43,Premium,G,VVS2,62.3,60.0,1129,4.85,4.78,3.0
38171,0.88,Ideal,H,SI1,61.6,56.0,3557,6.13,6.17,3.79
38172,0.9,Very Good,E,I1,62.4,63.0,2200,6.13,6.01,3.79
38173,1.24,Very Good,J,I1,61.9,55.0,2940,6.85,6.92,4.26
38174,0.9,Premium,F,VS2,62.7,54.0,4229,6.13,6.11,3.84
38175,0.71,Premium,F,VS2,61.9,59.0,2686,5.75,5.72,3.55
38176,1.56,Ideal,F,SI2,61.6,56.0,10210,7.41,7.45,4.58
38177,0.35,Premium,J,VS1,62.2,58.0,460,4.49,4.54,2.81
38178,1.73,Premium,G,VS1,62.8,57.0,15151,7.72,7.57,4.8
38179,2.01,Ideal,J,VS1,60.9,56.0,16319,8.14,8.18,4.97
38180,1.51,Ideal,I,VS1,61.6,56.0,10576,7.37,7.43,4.56
38181,0.3,Ideal,H,VVS1,62.3,57.0,665,4.26,4.28,2.66
38182,1.25,Ideal,F,VVS1,62.2,56.0,12698,6.93,6.89,4.3
38183,1.03,Premium,H,VS1,61.2,58.0,5849,6.55,6.52,4.0
38184,1.25,Good,J,SI1,63.6,57.0,5110,6.86,6.81,4.35
38185,0.77,Very Good,F,VVS1,61.1,57.0,4304,5.91,5.94,3.62
38186,0.38,Very Good,G,VVS2,61.5,57.0,853,4.66,4.68,2.87
38187,1.2,Very Good,H,SI1,61.4,63.0,4603,6.76,6.72,4.14
38188,0.7,Premium,H,VS1,60.5,58.0,2245,5.73,5.77,3.48
38189,0.5,Ideal,E,SI2,63.0,57.0,1181,5.09,5.04,3.19
38190,0.25,Ideal,E,VVS1,61.5,55.0,705,4.09,4.12,2.52
38191,0.36,Ideal,F,IF,62.5,54.0,1056,4.54,4.58,2.85
38192,0.46,Premium,E,VS2,61.3,57.0,1156,5.02,4.99,3.07
38193,1.07,Ideal,F,VVS2,60.3,55.0,10093,6.65,6.68,4.02
38194,0.3,Ideal,E,VS2,62.0,56.0,658,4.31,4.34,2.68
38195,0.3,Premium,E,SI1,61.3,60.0,526,4.24,4.28,2.61
38196,0.29,Very Good,H,SI2,60.7,60.0,404,4.33,4.37,2.64
38197,0.3,Ideal,I,VS1,62.0,58.0,491,4.28,4.3,2.66
38198,0.55,Premium,F,SI1,60.2,58.0,1410,5.31,5.35,3.21
38199,1.21,Very Good,H,VS1,63.3,58.0,6871,6.77,6.72,4.27
38200,0.3,Premium,G,IF,60.0,59.0,895,4.32,4.34,2.6
38201,0.53,Ideal,D,VS2,61.8,57.0,1694,5.17,5.21,3.21
38202,0.54,Ideal,H,VVS1,61.1,57.0,1846,5.22,5.26,3.2
38203,0.7,Very Good,F,VS1,59.9,60.0,2810,5.77,5.84,3.48
38204,0.46,Very Good,D,VS2,63.2,56.0,1262,4.92,4.89,3.1
38205,0.33,Ideal,H,VVS2,61.9,55.0,854,4.47,4.45,2.76
38206,0.4,Premium,D,VS2,60.5,59.0,1050,4.8,4.76,2.89
38207,0.42,Very Good,H,SI1,63.1,57.0,898,4.78,4.76,3.01
38208,0.57,Premium,E,SI1,61.4,58.0,1728,5.34,5.28,3.26
38209,0.31,Ideal,G,VS1,62.7,57.0,695,4.34,4.31,2.71
38210,0.76,Ideal,D,VS2,60.2,56.0,3293,5.95,5.92,3.57
38211,0.44,Premium,G,SI1,61.9,58.0,990,4.87,4.83,3.0
38212,0.25,Very Good,F,VVS2,62.0,59.0,576,3.99,4.04,2.49
38213,1.09,Ideal,H,SI1,62.4,55.0,4784,6.59,6.68,4.14
38214,0.43,Very Good,E,VVS2,60.8,57.0,1245,4.89,4.92,2.98
38215,0.4,Ideal,I,SI1,62.2,55.0,654,4.72,4.77,2.95
38216,0.7,Very Good,E,VS1,58.4,59.0,2904,5.83,5.91,3.43
38217,0.36,Premium,E,VS1,61.5,59.0,727,4.57,4.6,2.82
38218,0.3,Ideal,I,VVS1,62.1,54.0,540,4.29,4.31,2.67
38219,1.51,Premium,F,VS2,62.0,60.0,14165,7.23,7.35,4.52
38220,0.4,Ideal,E,VVS1,62.8,57.0,1397,4.71,4.65,2.94
38221,1.11,Ideal,I,SI1,62.2,56.0,4890,6.62,6.65,4.13
38222,0.75,Very Good,G,SI1,62.3,59.0,2462,5.77,5.81,3.61
38223,0.8,Ideal,F,SI2,59.9,59.0,2762,6.01,6.07,3.62
38224,0.58,Ideal,E,VS1,60.1,57.0,1965,5.41,5.47,3.27
38225,1.02,Very Good,H,VS1,61.4,56.5,6204,6.44,6.47,3.97
